interacting_pair	variable	pvalue	mean	part1	part2	tissue
VCAM1_a4b1 complex	FibSmo.Mac	0	0.433	FibSmo	Mac	Rectum
VCAM1_a4b1 complex	FibSmo.TEFF_CD8	0	0.589	FibSmo	TEFF_CD8	Rectum
VCAM1_a4b1 complex	FibSmo.TEM_CD8	0	0.562	FibSmo	TEM_CD8	Rectum
VCAM1_a4b1 complex	FibSmo.TIEL_CD8	0	0.6	FibSmo	TIEL_CD8	Rectum
VCAM1_a4b1 complex	FibSmo.TRM_CD4	0	0.484	FibSmo	TRM_CD4	Rectum
VCAM1_a4b1 complex	FibSmo.TRM_CD8	0	0.597	FibSmo	TRM_CD8	Rectum
VCAM1_a4b7 complex	BEC.Plasma	0	0.542	BEC	Plasma	Rectum
VCAM1_a4b7 complex	FibSmo.Plasma	0	0.424	FibSmo	Plasma	Rectum
VEGFA_EPHB2	DC.Goblet	0	0.568	DC	Goblet	Rectum
VEGFA_EPHB2	DC.Simple	0	0.626	DC	Simple	Rectum
VEGFA_EPHB2	Fib.Goblet	0	0.391	Fib	Goblet	Rectum
VEGFA_EPHB2	Fib.Simple	0	0.448	Fib	Simple	Rectum
VEGFA_EPHB2	Goblet.Goblet	0	0.333	Goblet	Goblet	Rectum
VEGFA_EPHB2	Goblet.Simple	0	0.391	Goblet	Simple	Rectum
VEGFA_EPHB2	Mac.Goblet	0	0.373	Mac	Goblet	Rectum
VEGFA_EPHB2	Mac.Simple	0	0.431	Mac	Simple	Rectum
VEGFA_EPHB2	Mon.Goblet	0	0.461	Mon	Goblet	Rectum
VEGFA_EPHB2	Mon.Simple	0	0.518	Mon	Simple	Rectum
VEGFA_EPHB2	Simple.Goblet	0	0.238	Simple	Goblet	Rectum
VEGFA_EPHB2	Simple.Simple	0	0.296	Simple	Simple	Rectum
VEGFA_FLT1	DC.BEC	0	1.107	DC	BEC	Rectum
VEGFA_FLT1	Fib.BEC	0	0.929	Fib	BEC	Rectum
VEGFA_FLT1	Goblet.BEC	0	0.872	Goblet	BEC	Rectum
VEGFA_FLT1	Mac.BEC	0	0.912	Mac	BEC	Rectum
VEGFA_FLT1	Mon.BEC	0	0.999	Mon	BEC	Rectum
VEGFA_FLT1	Simple.BEC	0	0.777	Simple	BEC	Rectum
VEGFA_KDR	DC.BEC	0	0.754	DC	BEC	Rectum
VEGFA_KDR	Fib.BEC	0	0.577	Fib	BEC	Rectum
VEGFA_KDR	Goblet.BEC	0	0.519	Goblet	BEC	Rectum
VEGFA_KDR	Mac.BEC	0	0.559	Mac	BEC	Rectum
VEGFA_KDR	Mon.BEC	0	0.646	Mon	BEC	Rectum
VEGFA_KDR	Simple.BEC	0	0.424	Simple	BEC	Rectum
ACVR_1B2A receptor_INHBB	Granular.Follicular	0	0.342	Granular	Follicular	Skin
ACVR_1B2A receptor_INHBB	Spinous_KRTDAP_high.Follicular	0	0.314	Spinous_KRTDAP_high	Follicular	Skin
ALOX5_ALOX5AP	DC.DC	0	1.006	DC	DC	Skin
ALOX5_ALOX5AP	DC.Mac	0	0.61	DC	Mac	Skin
ANXA1_FPR1	Basal_APOE_high.Mon	0	1.105	Basal_APOE_high	Mon	Skin
ANXA1_FPR1	Basal_KRT14_high.Mon	0	1.157	Basal_KRT14_high	Mon	Skin
ANXA1_FPR1	BEC.Mon	0	0.783	BEC	Mon	Skin
ANXA1_FPR1	DC.Mon	0	1.091	DC	Mon	Skin
ANXA1_FPR1	Fib.Mon	0	0.94	Fib	Mon	Skin
ANXA1_FPR1	Follicular.Mon	0	1.259	Follicular	Mon	Skin
ANXA1_FPR1	HPro_Skin.Mon	0	1.024	HPro_Skin	Mon	Skin
ANXA1_FPR1	Mac.Mon	0	1.1	Mac	Mon	Skin
ANXA1_FPR1	Mon.Mon	0	1.141	Mon	Mon	Skin
ANXA1_FPR1	Novel.Mon	0	0.752	Novel	Mon	Skin
ANXA1_FPR1	Smo.Mon	0	0.69	Smo	Mon	Skin
ANXA1_FPR1	Spinous_KRT1_high.Mon	0	0.795	Spinous_KRT1_high	Mon	Skin
ANXA1_FPR1	Spinous_KRT10_high.Mon	0	0.914	Spinous_KRT10_high	Mon	Skin
ANXA1_FPR3	Basal_APOE_high.Mac	0	1.202	Basal_APOE_high	Mac	Skin
ANXA1_FPR3	Basal_KRT14_high.Mac	0	1.254	Basal_KRT14_high	Mac	Skin
ANXA1_FPR3	BEC.Mac	0	0.881	BEC	Mac	Skin
ANXA1_FPR3	DC.Mac	0	1.188	DC	Mac	Skin
ANXA1_FPR3	Fib.Mac	0	1.037	Fib	Mac	Skin
ANXA1_FPR3	Follicular.Mac	0	1.356	Follicular	Mac	Skin
ANXA1_FPR3	HPro_Skin.Mac	0	1.121	HPro_Skin	Mac	Skin
ANXA1_FPR3	Mac.Mac	0	1.198	Mac	Mac	Skin
ANXA1_FPR3	Mon.Mac	0	1.238	Mon	Mac	Skin
ANXA1_FPR3	Novel.Mac	0	0.849	Novel	Mac	Skin
ANXA1_FPR3	Smo.Mac	0	0.787	Smo	Mac	Skin
ANXA1_FPR3	Spinous_KRT1_high.Mac	0	0.893	Spinous_KRT1_high	Mac	Skin
ANXA1_FPR3	Spinous_KRT10_high.Mac	0	1.012	Spinous_KRT10_high	Mac	Skin
ANXA1_FPR3	Spinous_KRTDAP_high.Mac	0.016	0.685	Spinous_KRTDAP_high	Mac	Skin
C3_aMb2 complex	Fib.Mac	0	0.609	Fib	Mac	Skin
C3_aMb2 complex	Fib.Mon	0	0.661	Fib	Mon	Skin
C3_C3AR1	Fib.Mac	0	0.554	Fib	Mac	Skin
C5AR1_RPS19	Mac.Basal_APOE_high	0	2.506	Mac	Basal_APOE_high	Skin
C5AR1_RPS19	Mac.Basal_KRT14_high	0	2.588	Mac	Basal_KRT14_high	Skin
C5AR1_RPS19	Mac.BEC	0	2.217	Mac	BEC	Skin
C5AR1_RPS19	Mac.DC	0	2.221	Mac	DC	Skin
C5AR1_RPS19	Mac.Follicular	0	2.34	Mac	Follicular	Skin
C5AR1_RPS19	Mac.Granular	0	2.313	Mac	Granular	Skin
C5AR1_RPS19	Mac.HPro_Skin	0	2.561	Mac	HPro_Skin	Skin
C5AR1_RPS19	Mac.Mon	0	2.095	Mac	Mon	Skin
C5AR1_RPS19	Mac.Smo	0	2.127	Mac	Smo	Skin
C5AR1_RPS19	Mac.Spinous_KRT1_high	0	2.687	Mac	Spinous_KRT1_high	Skin
C5AR1_RPS19	Mac.Spinous_KRT10_high	0	2.727	Mac	Spinous_KRT10_high	Skin
C5AR1_RPS19	Mac.Spinous_KRTDAP_high	0	2.554	Mac	Spinous_KRTDAP_high	Skin
C5AR1_RPS19	Mon.Basal_APOE_high	0	2.742	Mon	Basal_APOE_high	Skin
C5AR1_RPS19	Mon.Basal_KRT14_high	0	2.824	Mon	Basal_KRT14_high	Skin
C5AR1_RPS19	Mon.BEC	0	2.453	Mon	BEC	Skin
C5AR1_RPS19	Mon.DC	0	2.457	Mon	DC	Skin
C5AR1_RPS19	Mon.Fib	0	2.148	Mon	Fib	Skin
C5AR1_RPS19	Mon.Follicular	0	2.577	Mon	Follicular	Skin
C5AR1_RPS19	Mon.Granular	0	2.55	Mon	Granular	Skin
C5AR1_RPS19	Mon.HPro_Skin	0	2.797	Mon	HPro_Skin	Skin
C5AR1_RPS19	Mon.Mac	0	2.184	Mon	Mac	Skin
C5AR1_RPS19	Mon.Mon	0	2.331	Mon	Mon	Skin
C5AR1_RPS19	Mon.Novel	0	2.08	Mon	Novel	Skin
C5AR1_RPS19	Mon.Smo	0	2.363	Mon	Smo	Skin
C5AR1_RPS19	Mon.Spinous_KRT1_high	0	2.924	Mon	Spinous_KRT1_high	Skin
C5AR1_RPS19	Mon.Spinous_KRT10_high	0	2.964	Mon	Spinous_KRT10_high	Skin
C5AR1_RPS19	Mon.Spinous_KRTDAP_high	0	2.79	Mon	Spinous_KRTDAP_high	Skin
CCL2_ACKR1	Basal_KRT14_high.BEC	0	1.289	Basal_KRT14_high	BEC	Skin
CCL2_ACKR1	BEC.BEC	0	1.447	BEC	BEC	Skin
CCL2_ACKR1	Fib.BEC	0	1.345	Fib	BEC	Skin
CCL2_ACKR1	Mac.BEC	0	1.633	Mac	BEC	Skin
CCL2_ACKR1	Smo.BEC	0	2.19	Smo	BEC	Skin
CCL3_CCR1	Mac.Mac	0	1.016	Mac	Mac	Skin
CCL3_CCR1	Mon.Mac	0	0.808	Mon	Mac	Skin
CCL3_IDE	Mac.Granular	0	0.923	Mac	Granular	Skin
CCL3_IDE	Mon.Granular	0	0.716	Mon	Granular	Skin
CCL3L3_CCR1	Mon.Mac	0	0.658	Mon	Mac	Skin
CCL4_SLC7A1	Mac.Follicular	0	1.106	Mac	Follicular	Skin
CCL4_SLC7A1	Mac.HPro_Skin	0	1.125	Mac	HPro_Skin	Skin
CCL4_SLC7A1	Mon.Follicular	0	0.568	Mon	Follicular	Skin
CCL4_SLC7A1	Mon.HPro_Skin	0	0.587	Mon	HPro_Skin	Skin
CCL8_ACKR1	Smo.BEC	0	1.38	Smo	BEC	Skin
CCR1_CCL14	Mac.BEC	0	1.152	Mac	BEC	Skin
CCR1_CCL8	Mac.Smo	0	0.511	Mac	Smo	Skin
CD40_TNFSF13B	BEC.Mon	0	0.527	BEC	Mon	Skin
CD44_FGFR2	Basal_APOE_high.Basal_KRT14_high	0	0.702	Basal_APOE_high	Basal_KRT14_high	Skin
CD44_FGFR2	Basal_APOE_high.HPro_Skin	0.032	0.627	Basal_APOE_high	HPro_Skin	Skin
CD44_FGFR2	Basal_KRT14_high.Basal_KRT14_high	0	0.769	Basal_KRT14_high	Basal_KRT14_high	Skin
CD44_FGFR2	Basal_KRT14_high.HPro_Skin	0	0.694	Basal_KRT14_high	HPro_Skin	Skin
CD44_FGFR2	DC.Basal_KRT14_high	0	0.837	DC	Basal_KRT14_high	Skin
CD44_FGFR2	DC.HPro_Skin	0	0.761	DC	HPro_Skin	Skin
CD44_FGFR2	Fib.Basal_KRT14_high	0	0.656	Fib	Basal_KRT14_high	Skin
CD44_FGFR2	Granular.Basal_KRT14_high	0	0.801	Granular	Basal_KRT14_high	Skin
CD44_FGFR2	Granular.HPro_Skin	0	0.725	Granular	HPro_Skin	Skin
CD44_FGFR2	HPro_Skin.Basal_KRT14_high	0	0.754	HPro_Skin	Basal_KRT14_high	Skin
CD44_FGFR2	HPro_Skin.HPro_Skin	0	0.679	HPro_Skin	HPro_Skin	Skin
CD44_FGFR2	Mac.Basal_KRT14_high	0.032	0.712	Mac	Basal_KRT14_high	Skin
CD44_FGFR2	Mon.Basal_KRT14_high	0	0.978	Mon	Basal_KRT14_high	Skin
CD44_FGFR2	Mon.HPro_Skin	0	0.902	Mon	HPro_Skin	Skin
CD44_FGFR2	Novel.Basal_KRT14_high	0	0.879	Novel	Basal_KRT14_high	Skin
CD44_FGFR2	Novel.HPro_Skin	0	0.804	Novel	HPro_Skin	Skin
CD44_FGFR2	Smo.Basal_KRT14_high	0	0.694	Smo	Basal_KRT14_high	Skin
CD44_FGFR2	Spinous_KRT1_high.Basal_KRT14_high	0	0.849	Spinous_KRT1_high	Basal_KRT14_high	Skin
CD44_FGFR2	Spinous_KRT1_high.HPro_Skin	0	0.774	Spinous_KRT1_high	HPro_Skin	Skin
CD44_FGFR2	Spinous_KRT10_high.Basal_KRT14_high	0	0.785	Spinous_KRT10_high	Basal_KRT14_high	Skin
CD44_FGFR2	Spinous_KRT10_high.HPro_Skin	0	0.71	Spinous_KRT10_high	HPro_Skin	Skin
CD44_FGFR2	Spinous_KRTDAP_high.Basal_KRT14_high	0	0.878	Spinous_KRTDAP_high	Basal_KRT14_high	Skin
CD44_FGFR2	Spinous_KRTDAP_high.HPro_Skin	0	0.803	Spinous_KRTDAP_high	HPro_Skin	Skin
CD44_FGFR2	Spinous_RORA_high.Basal_KRT14_high	0	1.017	Spinous_RORA_high	Basal_KRT14_high	Skin
CD44_FGFR2	Spinous_RORA_high.HPro_Skin	0	0.942	Spinous_RORA_high	HPro_Skin	Skin
CD44_HBEGF	Basal_APOE_high.Granular	0	1.236	Basal_APOE_high	Granular	Skin
CD44_HBEGF	Basal_APOE_high.Mac	0	1.222	Basal_APOE_high	Mac	Skin
CD44_HBEGF	Basal_APOE_high.Mon	0	1.075	Basal_APOE_high	Mon	Skin
CD44_HBEGF	Basal_APOE_high.Spinous_KRT1_high	0	1.086	Basal_APOE_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Basal_APOE_high.Spinous_KRTDAP_high	0	1.123	Basal_APOE_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Basal_KRT14_high.Basal_APOE_high	0.016	0.963	Basal_KRT14_high	Basal_APOE_high	Skin
CD44_HBEGF	Basal_KRT14_high.Granular	0	1.303	Basal_KRT14_high	Granular	Skin
CD44_HBEGF	Basal_KRT14_high.Mac	0	1.289	Basal_KRT14_high	Mac	Skin
CD44_HBEGF	Basal_KRT14_high.Mon	0	1.142	Basal_KRT14_high	Mon	Skin
CD44_HBEGF	Basal_KRT14_high.Spinous_KRT1_high	0	1.153	Basal_KRT14_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Basal_KRT14_high.Spinous_KRTDAP_high	0	1.19	Basal_KRT14_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	DC.Basal_APOE_high	0	1.03	DC	Basal_APOE_high	Skin
CD44_HBEGF	DC.Granular	0	1.37	DC	Granular	Skin
CD44_HBEGF	DC.HPro_Skin	0.015	0.96	DC	HPro_Skin	Skin
CD44_HBEGF	DC.Mac	0	1.357	DC	Mac	Skin
CD44_HBEGF	DC.Mon	0	1.209	DC	Mon	Skin
CD44_HBEGF	DC.Spinous_KRT1_high	0	1.221	DC	Spinous_KRT1_high	Skin
CD44_HBEGF	DC.Spinous_KRTDAP_high	0	1.258	DC	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Fib.Granular	0	1.19	Fib	Granular	Skin
CD44_HBEGF	Fib.Mac	0	1.176	Fib	Mac	Skin
CD44_HBEGF	Fib.Mon	0	1.029	Fib	Mon	Skin
CD44_HBEGF	Fib.Spinous_KRT1_high	0	1.04	Fib	Spinous_KRT1_high	Skin
CD44_HBEGF	Fib.Spinous_KRTDAP_high	0	1.077	Fib	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Follicular.Granular	0	1.059	Follicular	Granular	Skin
CD44_HBEGF	Follicular.Mac	0	1.046	Follicular	Mac	Skin
CD44_HBEGF	Follicular.Spinous_KRT1_high	0.016	0.909	Follicular	Spinous_KRT1_high	Skin
CD44_HBEGF	Follicular.Spinous_KRTDAP_high	0	0.947	Follicular	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Granular.Basal_APOE_high	0	0.994	Granular	Basal_APOE_high	Skin
CD44_HBEGF	Granular.Granular	0	1.334	Granular	Granular	Skin
CD44_HBEGF	Granular.HPro_Skin	0.048	0.924	Granular	HPro_Skin	Skin
CD44_HBEGF	Granular.Mac	0	1.321	Granular	Mac	Skin
CD44_HBEGF	Granular.Mon	0	1.174	Granular	Mon	Skin
CD44_HBEGF	Granular.Spinous_KRT1_high	0	1.185	Granular	Spinous_KRT1_high	Skin
CD44_HBEGF	Granular.Spinous_KRTDAP_high	0	1.222	Granular	Spinous_KRTDAP_high	Skin
CD44_HBEGF	HPro_Skin.Basal_APOE_high	0	0.948	HPro_Skin	Basal_APOE_high	Skin
CD44_HBEGF	HPro_Skin.Granular	0	1.288	HPro_Skin	Granular	Skin
CD44_HBEGF	HPro_Skin.Mac	0	1.274	HPro_Skin	Mac	Skin
CD44_HBEGF	HPro_Skin.Mon	0	1.127	HPro_Skin	Mon	Skin
CD44_HBEGF	HPro_Skin.Spinous_KRT1_high	0	1.138	HPro_Skin	Spinous_KRT1_high	Skin
CD44_HBEGF	HPro_Skin.Spinous_KRTDAP_high	0	1.175	HPro_Skin	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Mac.Granular	0	1.245	Mac	Granular	Skin
CD44_HBEGF	Mac.Mac	0	1.232	Mac	Mac	Skin
CD44_HBEGF	Mac.Mon	0.016	1.085	Mac	Mon	Skin
CD44_HBEGF	Mac.Spinous_KRT1_high	0	1.096	Mac	Spinous_KRT1_high	Skin
CD44_HBEGF	Mac.Spinous_KRTDAP_high	0	1.133	Mac	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Mon.Basal_APOE_high	0	1.171	Mon	Basal_APOE_high	Skin
CD44_HBEGF	Mon.Basal_KRT14_high	0.016	1.064	Mon	Basal_KRT14_high	Skin
CD44_HBEGF	Mon.BEC	0.016	1.007	Mon	BEC	Skin
CD44_HBEGF	Mon.Follicular	0.031	1.02	Mon	Follicular	Skin
CD44_HBEGF	Mon.Granular	0	1.511	Mon	Granular	Skin
CD44_HBEGF	Mon.HPro_Skin	0	1.101	Mon	HPro_Skin	Skin
CD44_HBEGF	Mon.Mac	0	1.498	Mon	Mac	Skin
CD44_HBEGF	Mon.Mon	0	1.35	Mon	Mon	Skin
CD44_HBEGF	Mon.Spinous_KRT1_high	0	1.362	Mon	Spinous_KRT1_high	Skin
CD44_HBEGF	Mon.Spinous_KRT10_high	0	1.031	Mon	Spinous_KRT10_high	Skin
CD44_HBEGF	Mon.Spinous_KRTDAP_high	0	1.399	Mon	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Mon.Spinous_RORA_high	0	1.045	Mon	Spinous_RORA_high	Skin
CD44_HBEGF	Novel.Basal_APOE_high	0	1.073	Novel	Basal_APOE_high	Skin
CD44_HBEGF	Novel.Basal_KRT14_high	0	0.965	Novel	Basal_KRT14_high	Skin
CD44_HBEGF	Novel.Granular	0	1.413	Novel	Granular	Skin
CD44_HBEGF	Novel.HPro_Skin	0	1.003	Novel	HPro_Skin	Skin
CD44_HBEGF	Novel.Mac	0	1.4	Novel	Mac	Skin
CD44_HBEGF	Novel.Mon	0	1.252	Novel	Mon	Skin
CD44_HBEGF	Novel.Spinous_KRT1_high	0	1.263	Novel	Spinous_KRT1_high	Skin
CD44_HBEGF	Novel.Spinous_KRTDAP_high	0	1.3	Novel	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Smo.Granular	0	1.227	Smo	Granular	Skin
CD44_HBEGF	Smo.Mac	0	1.214	Smo	Mac	Skin
CD44_HBEGF	Smo.Mon	0	1.067	Smo	Mon	Skin
CD44_HBEGF	Smo.Spinous_KRT1_high	0	1.078	Smo	Spinous_KRT1_high	Skin
CD44_HBEGF	Smo.Spinous_KRTDAP_high	0	1.115	Smo	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Spinous_KRT1_high.Basal_APOE_high	0	1.043	Spinous_KRT1_high	Basal_APOE_high	Skin
CD44_HBEGF	Spinous_KRT1_high.Basal_KRT14_high	0	0.935	Spinous_KRT1_high	Basal_KRT14_high	Skin
CD44_HBEGF	Spinous_KRT1_high.Granular	0	1.383	Spinous_KRT1_high	Granular	Skin
CD44_HBEGF	Spinous_KRT1_high.HPro_Skin	0	0.973	Spinous_KRT1_high	HPro_Skin	Skin
CD44_HBEGF	Spinous_KRT1_high.Mac	0	1.369	Spinous_KRT1_high	Mac	Skin
CD44_HBEGF	Spinous_KRT1_high.Mon	0	1.222	Spinous_KRT1_high	Mon	Skin
CD44_HBEGF	Spinous_KRT1_high.Spinous_KRT1_high	0	1.233	Spinous_KRT1_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Spinous_KRT1_high.Spinous_KRT10_high	0.016	0.902	Spinous_KRT1_high	Spinous_KRT10_high	Skin
CD44_HBEGF	Spinous_KRT1_high.Spinous_KRTDAP_high	0	1.27	Spinous_KRT1_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Spinous_KRT10_high.Basal_APOE_high	0	0.979	Spinous_KRT10_high	Basal_APOE_high	Skin
CD44_HBEGF	Spinous_KRT10_high.Granular	0	1.319	Spinous_KRT10_high	Granular	Skin
CD44_HBEGF	Spinous_KRT10_high.Mac	0	1.306	Spinous_KRT10_high	Mac	Skin
CD44_HBEGF	Spinous_KRT10_high.Mon	0	1.158	Spinous_KRT10_high	Mon	Skin
CD44_HBEGF	Spinous_KRT10_high.Spinous_KRT1_high	0	1.169	Spinous_KRT10_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Spinous_KRT10_high.Spinous_KRTDAP_high	0	1.207	Spinous_KRT10_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Basal_APOE_high	0	1.072	Spinous_KRTDAP_high	Basal_APOE_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Basal_KRT14_high	0	0.964	Spinous_KRTDAP_high	Basal_KRT14_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.BEC	0.047	0.907	Spinous_KRTDAP_high	BEC	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Follicular	0	0.92	Spinous_KRTDAP_high	Follicular	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Granular	0	1.412	Spinous_KRTDAP_high	Granular	Skin
CD44_HBEGF	Spinous_KRTDAP_high.HPro_Skin	0	1.002	Spinous_KRTDAP_high	HPro_Skin	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Mac	0	1.398	Spinous_KRTDAP_high	Mac	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Mon	0	1.251	Spinous_KRTDAP_high	Mon	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Spinous_KRT1_high	0	1.262	Spinous_KRTDAP_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Spinous_KRT10_high	0.015	0.931	Spinous_KRTDAP_high	Spinous_KRT10_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Spinous_KRTDAP_high	0	1.299	Spinous_KRTDAP_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Spinous_KRTDAP_high.Spinous_RORA_high	0.046	0.945	Spinous_KRTDAP_high	Spinous_RORA_high	Skin
CD44_HBEGF	Spinous_RORA_high.Basal_APOE_high	0	1.211	Spinous_RORA_high	Basal_APOE_high	Skin
CD44_HBEGF	Spinous_RORA_high.Basal_KRT14_high	0	1.103	Spinous_RORA_high	Basal_KRT14_high	Skin
CD44_HBEGF	Spinous_RORA_high.BEC	0	1.046	Spinous_RORA_high	BEC	Skin
CD44_HBEGF	Spinous_RORA_high.Follicular	0	1.059	Spinous_RORA_high	Follicular	Skin
CD44_HBEGF	Spinous_RORA_high.Granular	0	1.551	Spinous_RORA_high	Granular	Skin
CD44_HBEGF	Spinous_RORA_high.HPro_Skin	0	1.141	Spinous_RORA_high	HPro_Skin	Skin
CD44_HBEGF	Spinous_RORA_high.Mac	0	1.537	Spinous_RORA_high	Mac	Skin
CD44_HBEGF	Spinous_RORA_high.Mon	0	1.39	Spinous_RORA_high	Mon	Skin
CD44_HBEGF	Spinous_RORA_high.Spinous_KRT1_high	0	1.401	Spinous_RORA_high	Spinous_KRT1_high	Skin
CD44_HBEGF	Spinous_RORA_high.Spinous_KRT10_high	0	1.07	Spinous_RORA_high	Spinous_KRT10_high	Skin
CD44_HBEGF	Spinous_RORA_high.Spinous_KRTDAP_high	0	1.438	Spinous_RORA_high	Spinous_KRTDAP_high	Skin
CD44_HBEGF	Spinous_RORA_high.Spinous_RORA_high	0	1.084	Spinous_RORA_high	Spinous_RORA_high	Skin
CD44_SELE	Basal_APOE_high.BEC	0	0.94	Basal_APOE_high	BEC	Skin
CD44_SELE	Basal_KRT14_high.BEC	0	1.007	Basal_KRT14_high	BEC	Skin
CD44_SELE	DC.BEC	0	1.075	DC	BEC	Skin
CD44_SELE	Fib.BEC	0	0.894	Fib	BEC	Skin
CD44_SELE	Follicular.BEC	0	0.764	Follicular	BEC	Skin
CD44_SELE	Granular.BEC	0	1.039	Granular	BEC	Skin
CD44_SELE	HPro_Skin.BEC	0	0.992	HPro_Skin	BEC	Skin
CD44_SELE	Mac.BEC	0	0.95	Mac	BEC	Skin
CD44_SELE	Mon.BEC	0	1.216	Mon	BEC	Skin
CD44_SELE	Novel.BEC	0	1.117	Novel	BEC	Skin
CD44_SELE	Smo.BEC	0	0.932	Smo	BEC	Skin
CD44_SELE	Spinous_KRT1_high.BEC	0	1.087	Spinous_KRT1_high	BEC	Skin
CD44_SELE	Spinous_KRT10_high.BEC	0	1.024	Spinous_KRT10_high	BEC	Skin
CD44_SELE	Spinous_KRTDAP_high.BEC	0	1.116	Spinous_KRTDAP_high	BEC	Skin
CD44_SELE	Spinous_RORA_high.BEC	0	1.255	Spinous_RORA_high	BEC	Skin
CD46_JAG1	Basal_APOE_high.Basal_KRT14_high	0	0.557	Basal_APOE_high	Basal_KRT14_high	Skin
CD46_JAG1	Basal_APOE_high.Follicular	0	0.74	Basal_APOE_high	Follicular	Skin
CD46_JAG1	Basal_APOE_high.Smo	0	0.778	Basal_APOE_high	Smo	Skin
CD46_JAG1	Basal_KRT14_high.Basal_KRT14_high	0	0.579	Basal_KRT14_high	Basal_KRT14_high	Skin
CD46_JAG1	Basal_KRT14_high.Follicular	0	0.763	Basal_KRT14_high	Follicular	Skin
CD46_JAG1	Basal_KRT14_high.Smo	0	0.801	Basal_KRT14_high	Smo	Skin
CD46_JAG1	Basal_KRT14_high.Spinous_KRT1_high	0	0.54	Basal_KRT14_high	Spinous_KRT1_high	Skin
CD46_JAG1	Basal_KRT14_high.Spinous_KRT10_high	0.032	0.53	Basal_KRT14_high	Spinous_KRT10_high	Skin
CD46_JAG1	BEC.Basal_KRT14_high	0	0.604	BEC	Basal_KRT14_high	Skin
CD46_JAG1	BEC.Follicular	0	0.787	BEC	Follicular	Skin
CD46_JAG1	BEC.Smo	0	0.826	BEC	Smo	Skin
CD46_JAG1	BEC.Spinous_KRT1_high	0	0.565	BEC	Spinous_KRT1_high	Skin
CD46_JAG1	BEC.Spinous_KRT10_high	0	0.555	BEC	Spinous_KRT10_high	Skin
CD46_JAG1	Follicular.Basal_KRT14_high	0	0.562	Follicular	Basal_KRT14_high	Skin
CD46_JAG1	Follicular.Follicular	0	0.745	Follicular	Follicular	Skin
CD46_JAG1	Follicular.Smo	0	0.783	Follicular	Smo	Skin
CD46_JAG1	Granular.Basal_KRT14_high	0.016	0.547	Granular	Basal_KRT14_high	Skin
CD46_JAG1	Granular.Follicular	0	0.73	Granular	Follicular	Skin
CD46_JAG1	Granular.Smo	0	0.769	Granular	Smo	Skin
CD46_JAG1	HPro_Skin.Basal_KRT14_high	0	0.55	HPro_Skin	Basal_KRT14_high	Skin
CD46_JAG1	HPro_Skin.Follicular	0	0.733	HPro_Skin	Follicular	Skin
CD46_JAG1	HPro_Skin.Smo	0	0.772	HPro_Skin	Smo	Skin
CD46_JAG1	Mac.Basal_KRT14_high	0	0.653	Mac	Basal_KRT14_high	Skin
CD46_JAG1	Mac.Follicular	0	0.836	Mac	Follicular	Skin
CD46_JAG1	Mac.HPro_Skin	0.031	0.563	Mac	HPro_Skin	Skin
CD46_JAG1	Mac.Smo	0	0.874	Mac	Smo	Skin
CD46_JAG1	Mac.Spinous_KRT1_high	0.015	0.613	Mac	Spinous_KRT1_high	Skin
CD46_JAG1	Mac.Spinous_KRT10_high	0.015	0.604	Mac	Spinous_KRT10_high	Skin
CD46_JAG1	Mon.Basal_KRT14_high	0	0.654	Mon	Basal_KRT14_high	Skin
CD46_JAG1	Mon.Follicular	0	0.837	Mon	Follicular	Skin
CD46_JAG1	Mon.HPro_Skin	0.014	0.563	Mon	HPro_Skin	Skin
CD46_JAG1	Mon.Smo	0	0.875	Mon	Smo	Skin
CD46_JAG1	Mon.Spinous_KRT1_high	0	0.614	Mon	Spinous_KRT1_high	Skin
CD46_JAG1	Mon.Spinous_KRT10_high	0	0.605	Mon	Spinous_KRT10_high	Skin
